channel,index,exemplar_rank,source_train_index,source_full_signature,source_ordered_units,source_unit_kinds,source_is_multi_unit,covers_test_full_signature,grounded_plan_trigram_jaccard
productivity,1535,1,646,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1536,1,383,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1559,1,44,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1568,1,6705,"{""object_count"":1,""ordered_units"":[""fetch(spoon)"",""relocate(spoon,kitchen island area)""],""plan_length"":5}","[""fetch(spoon)"",""relocate(spoon,kitchen island area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1571,1,89,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1598,1,52,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1603,1,931,"{""object_count"":1,""ordered_units"":[""fetch(kettle)"",""relocate(kettle,kitchen island area)""],""plan_length"":5}","[""fetch(kettle)"",""relocate(kettle,kitchen island area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1608,1,1453,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1609,1,798,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""state_change(push,cardboardbox,R2)"",""relocate(apple,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(apple)"",""relocate(apple,sink)""],""plan_length"":7}","[""fetch(apple)"",""state_change(push,cardboardbox,R2)"",""relocate(apple,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(apple)"",""relocate(apple,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,1613,1,518,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1619,1,957,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1619,2,1338,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1637,1,1253,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(fork)"",""relocate(fork,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(fork)"",""relocate(fork,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,True,1.0
productivity,1637,2,4192,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(fork)"",""relocate(fork,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(fork)"",""relocate(fork,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,1644,1,26,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1651,1,6697,"{""object_count"":1,""ordered_units"":[""fetch(meat)"",""state_change(push,cardboardbox,R2)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(meat)"",""relocate(meat,sink)""],""plan_length"":7}","[""fetch(meat)"",""state_change(push,cardboardbox,R2)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(meat)"",""relocate(meat,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,True,1.0
productivity,1651,2,4059,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(meat)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(meat)"",""relocate(meat,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(meat)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(meat)"",""relocate(meat,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.07692307692307693
productivity,1653,1,1145,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1653,2,1344,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1653,3,1357,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1657,1,108,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1659,1,3309,"{""object_count"":1,""ordered_units"":[""fetch(scissors)"",""relocate(scissors,kitchen work area)""],""plan_length"":5}","[""fetch(scissors)"",""relocate(scissors,kitchen work area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1660,1,1176,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1660,2,1248,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1692,1,230,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1717,1,1078,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1720,1,299,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1721,1,1022,"{""object_count"":1,""ordered_units"":[""fetch(spoon)"",""relocate(spoon,kitchen work area)""],""plan_length"":5}","[""fetch(spoon)"",""relocate(spoon,kitchen work area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1730,1,196,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1734,1,44,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1740,1,1680,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(pear)"",""relocate(pear,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(pear)"",""relocate(pear,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(pear)"",""relocate(pear,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(pear)"",""relocate(pear,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,1742,1,548,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}","[""fetch(pear)"",""relocate(pear,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1743,1,299,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1759,1,101,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1765,1,6196,"{""object_count"":1,""ordered_units"":[""fetch(kettle)"",""relocate(kettle,kitchen work area)""],""plan_length"":5}","[""fetch(kettle)"",""relocate(kettle,kitchen work area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1780,1,2743,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(apple)"",""relocate(apple,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(apple)"",""relocate(apple,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(apple)"",""relocate(apple,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(apple)"",""relocate(apple,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,1780,2,5069,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""state_change(push,cardboardbox,R1)"",""relocate(apple,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(apple)"",""relocate(apple,sink)""],""plan_length"":7}","[""fetch(apple)"",""state_change(push,cardboardbox,R1)"",""relocate(apple,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(apple)"",""relocate(apple,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
